customer_id,birth_year,annual_income,num_children,num_teenagers,days_since_last_purchase,has_recent_complaint,spend_wine,spend_fruits,spend_meat,spend_fish,spend_sweets,spend_gold,num_discount_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,web_visits_last_month,accepted_campaign_1,accepted_campaign_2,accepted_campaign_3,accepted_campaign_4,accepted_campaign_5,accepted_last_campaign,education_level_2n Cycle,education_level_Basic,education_level_Graduation,education_level_Master,education_level_PhD,marital_status_Absurd,marital_status_Alone,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Together,marital_status_Widow,marital_status_YOLO,age,total_spend,total_purchases,family_size
10704.0,1969.0,54803.0,0.0,1.0,65.0,0.0,404.0,0.0,92.0,28.0,27.0,126.5,2.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,56.0,693.0,17.0,1.0
5125.0,1960.0,79530.0,0.0,0.0,64.0,0.0,333.0,0.0,556.0,120.5,42.0,29.0,1.0,4.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,65.0,1348.0,25.0,0.0
4432.0,1976.0,31615.0,1.0,0.0,82.0,0.0,2.0,3.0,20.0,6.0,11.0,9.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,49.0,51.0,5.0,1.0
5955.0,1962.0,72025.0,0.0,0.0,27.0,0.0,833.0,33.0,549.0,120.5,81.0,126.5,1.0,4.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,63.0,1932.0,15.0,0.0
2928.0,1975.0,52614.0,0.0,1.0,63.0,0.0,789.0,0.0,142.0,12.0,9.0,38.0,2.0,2.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,50.0,990.0,14.0,1.0
5680.0,1984.0,35684.0,1.0,0.0,66.0,0.0,10.0,4.0,7.0,0.0,6.0,3.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,41.0,30.0,4.0,1.0
10313.0,1975.0,48178.0,1.0,1.0,69.0,0.0,159.0,4.0,45.0,6.0,2.0,38.0,6.0,5.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,50.0,254.0,10.0,2.0
2557.0,1970.0,29548.0,1.0,0.0,52.0,0.0,7.0,1.0,6.0,3.0,1.0,11.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,55.0,29.0,4.0,1.0
1245.0,1966.0,63810.0,0.0,1.0,45.0,0.0,977.0,12.0,253.0,16.0,12.0,101.0,4.0,4.0,3.0,12.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,59.0,1371.0,19.0,1.0
1519.0,1972.0,38578.0,1.0,1.0,2.0,0.0,38.0,4.0,22.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,53.0,73.0,6.0,2.0
10703.0,1975.0,46098.0,1.0,1.0,86.0,0.0,57.0,0.0,27.0,0.0,0.0,36.0,4.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,50.0,120.0,7.0,2.0
1726.0,1970.0,22585.0,0.0,0.0,23.0,0.0,3.0,9.0,15.0,13.0,2.0,39.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,True,False,False,False,False,False,False,True,False,False,False,55.0,81.0,4.0,0.0
4459.0,1989.0,30279.0,1.0,0.0,13.0,0.0,10.0,4.0,14.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,36.0,37.0,4.0,1.0
1729.0,1961.0,66426.0,0.0,1.0,14.0,0.0,1043.0,24.0,97.0,32.0,24.0,126.5,2.0,3.0,5.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,64.0,1377.0,18.0,1.0
1517.0,1969.0,30822.0,1.0,0.0,92.0,0.0,3.0,9.0,13.0,2.0,12.0,12.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,56.0,51.0,4.0,1.0
2098.0,1969.0,33581.0,2.0,0.0,38.0,0.0,11.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,56.0,17.0,3.0,2.0
9543.0,1985.0,19986.0,1.0,0.0,74.0,0.0,3.0,6.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,40.0,22.0,3.0,1.0
6878.0,1954.0,27421.0,0.0,0.0,14.0,0.0,43.0,12.0,96.0,78.0,40.0,55.0,3.0,4.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,71.0,324.0,11.0,0.0
3310.0,1973.0,35688.0,2.0,1.0,94.0,0.0,73.0,3.0,90.0,12.0,1.0,32.0,6.0,4.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,52.0,211.0,9.0,2.5
2724.0,1981.0,36143.0,1.0,0.0,33.0,0.0,12.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,44.0,19.0,3.0,1.0
948.0,1971.0,10245.0,1.0,0.0,32.0,0.0,4.0,7.0,7.0,6.0,4.0,13.0,3.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,54.0,41.0,5.0,1.0
6720.0,1968.0,43795.0,0.0,1.0,11.0,0.0,314.0,11.0,53.0,4.0,3.0,107.0,3.0,7.0,3.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,57.0,492.0,14.0,1.0
6202.0,1960.0,63381.0,0.0,1.0,78.0,0.0,571.0,50.0,142.0,33.0,50.0,126.5,4.0,4.0,5.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,65.0,1005.0,22.0,1.0
2066.0,1949.0,38823.0,0.0,1.0,56.0,0.0,70.0,0.0,11.0,2.0,8.0,23.0,1.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,76.0,114.0,6.0,1.0
9799.0,1968.0,83664.0,1.0,1.0,57.0,0.0,866.0,21.0,151.0,28.0,21.0,86.0,3.0,2.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,57.0,1173.0,16.0,2.0
8318.0,1979.0,90300.0,0.0,0.0,7.0,0.0,594.0,81.0,556.0,33.0,81.0,57.0,0.0,5.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,46.0,1738.0,19.0,0.0
5642.0,1979.0,62499.0,1.0,0.0,0.0,0.0,140.0,4.0,61.0,0.0,13.0,4.0,2.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,46.0,222.0,10.0,1.0
2669.0,1993.0,74293.0,0.0,0.0,66.0,0.0,375.0,81.0,335.0,93.0,81.0,81.0,1.0,5.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,32.0,1127.0,15.0,0.0
455.0,1946.0,51012.0,0.0,0.0,86.0,0.0,102.0,9.0,63.0,2.0,9.0,24.0,1.0,4.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,79.0,209.0,9.0,0.0
7683.0,1968.0,70777.0,0.0,1.0,80.0,0.0,554.0,35.0,113.0,0.0,7.0,78.0,3.0,5.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,57.0,787.0,20.0,1.0
3428.0,1991.0,68682.0,0.0,0.0,56.0,0.0,919.0,0.0,505.0,99.0,30.0,45.0,1.0,4.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,34.0,1598.0,23.0,0.0
7414.0,1971.0,43824.0,1.0,1.0,18.0,0.0,96.0,1.0,42.0,12.0,3.0,32.0,4.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,54.0,186.0,8.0,2.0
6354.0,1984.0,15345.0,1.0,0.0,51.0,0.0,5.0,2.0,16.0,3.0,2.0,19.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,41.0,47.0,4.0,1.0
798.0,1987.0,23442.0,1.0,0.0,71.0,0.0,2.0,0.0,6.0,8.0,6.0,5.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,38.0,27.0,4.0,1.0
8213.0,1980.0,14515.0,1.0,0.0,71.0,0.0,6.0,4.0,9.0,6.0,36.0,35.0,4.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,45.0,96.0,7.0,1.0
2488.0,1956.0,31395.0,1.0,1.0,80.0,0.0,23.0,1.0,25.0,0.0,8.0,7.0,4.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,69.0,64.0,6.0,2.0
9999.0,1965.0,65933.9952280165,0.0,0.0,2.0,0.0,610.0,81.0,125.0,120.5,42.0,21.0,1.0,9.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,60.0,1040.0,22.0,0.0
7617.0,1974.0,42373.0,1.0,1.0,83.0,0.0,67.0,5.0,61.0,3.0,8.0,19.0,5.0,2.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,51.0,163.0,8.0,2.0
615.0,1960.0,30507.0,0.0,0.0,29.0,0.0,65.0,36.0,74.0,38.0,20.0,110.0,1.0,5.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,65.0,343.0,10.0,0.0
2552.0,1955.0,55521.0,1.0,2.0,11.0,0.0,416.0,0.0,26.0,0.0,0.0,4.0,6.0,6.0,3.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,70.0,446.0,15.0,2.5
194.0,1965.0,48006.0,1.0,1.0,55.0,0.0,23.0,0.0,11.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,60.0,41.0,4.0,2.0
3645.0,1972.0,27213.0,1.0,0.0,19.0,0.0,19.0,3.0,26.0,10.0,9.0,3.0,3.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,53.0,70.0,6.0,1.0
8890.0,1971.0,65808.0,1.0,1.0,1.0,0.0,155.0,7.0,80.0,13.0,7.0,10.0,3.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,54.0,272.0,11.0,2.0
5049.0,1974.0,30351.0,1.0,0.0,19.0,0.0,14.0,0.0,24.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,51.0,46.0,5.0,1.0
9973.0,1963.0,50437.0,0.0,2.0,28.0,0.0,370.0,9.0,92.0,6.0,9.0,4.0,3.0,7.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,62.0,490.0,16.0,2.0
7301.0,1982.0,23616.0,1.0,0.1657334663272536,76.0,0.0,4.0,22.0,11.0,3.0,7.0,32.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,43.0,79.0,6.0,1.1657334663272536
10882.0,1976.0,53858.0,0.0,1.0,50.0,0.0,407.0,53.0,221.0,58.0,81.0,26.0,4.0,4.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,49.0,915.0,13.0,1.0
7030.0,1955.0,66465.0,0.0,1.0,1.0,0.0,1200.0,0.0,204.0,38.0,29.0,14.0,3.0,11.0,9.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,70.0,1485.0,32.0,1.0
7422.0,1987.0,46923.0,1.0,0.0,90.0,0.0,85.0,44.0,54.0,102.0,78.0,6.0,3.0,5.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,38.0,369.0,13.0,1.0
3523.0,1962.0,75072.0,0.0,1.0,83.0,0.0,583.0,34.0,309.0,0.0,22.0,125.0,2.0,5.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,63.0,1073.0,17.0,1.0
7106.0,1943.0,75865.0,0.0,0.0,73.0,0.0,483.0,0.0,556.0,120.5,0.0,12.0,1.0,3.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,82.0,1242.0,18.0,0.0
6504.0,1975.0,19789.0,1.0,0.0,24.0,0.0,2.0,5.0,9.0,28.0,6.0,28.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,50.0,78.0,6.0,1.0
5067.0,1994.0,80134.0,0.0,-0.003770659080469585,11.0,0.0,966.0,26.0,282.0,52.0,26.0,26.0,1.0,2.0,7.0,11.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,31.0,1378.0,20.0,-0.003770659080469585
4216.0,1981.0,91065.0,0.0,0.0,33.0,0.0,822.0,81.0,108.0,120.5,81.0,114.0,1.0,7.0,9.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,False,False,False,44.0,1474.0,25.0,0.0
8581.0,1971.0,49505.0,1.0,1.2594894632058775,4.0,0.0,604.0,0.0,100.0,19.0,0.0,28.0,6.0,10.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,54.0,751.0,20.0,2.2594894632058775
5929.0,1973.0,37401.0,1.0,0.0,14.0,0.0,19.0,3.0,19.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,52.0,48.0,5.0,1.0
3129.0,1983.0,30096.0,1.0,0.0,30.0,0.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,42.0,45.0,5.0,1.0
6528.0,1982.0,18492.0,1.0,0.0,75.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,43.0,10.0,3.0,1.0
1361.0,1974.0,82584.0,0.0,0.0,26.0,0.0,1076.0,68.0,103.0,29.0,81.0,68.0,1.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,51.0,1435.0,15.0,0.0
6932.0,1941.0,93027.0,0.0,0.0,77.0,0.0,1225.0,42.0,556.0,55.0,0.0,21.0,0.0,7.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,84.0,2119.0,22.0,0.0
7284.0,1953.0,48686.0,1.0,2.0,8.0,0.0,10.0,0.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,72.0,20.0,3.0,2.5
1340.0,1986.0,92910.0,0.0,0.0,42.0,0.0,551.0,81.0,556.0,120.5,81.0,33.0,1.0,6.0,7.0,13.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,39.0,1795.0,26.0,0.0
8746.0,1989.0,75433.0,1.0,0.0,28.0,0.0,800.0,0.0,297.0,0.0,34.0,57.0,2.0,2.0,5.0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,36.0,1188.0,17.0,1.0
5987.0,1989.0,10404.0,1.0,0.0,52.0,0.0,2.0,2.0,11.0,10.0,6.0,12.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,36.0,43.0,5.0,1.0
3767.0,1968.0,61314.0,0.0,1.0,1.0,0.0,378.0,0.0,189.0,97.0,81.0,126.5,2.0,5.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,57.0,1008.0,22.0,1.0
3725.0,1961.0,84865.0,0.0,0.0,1.0,0.0,1225.0,16.0,349.0,43.0,16.0,16.0,1.0,2.0,4.0,9.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,False,False,False,False,True,False,False,False,False,True,False,False,False,64.0,1688.0,15.0,0.0
4324.0,1989.0,42387.0,1.0,0.0,42.0,0.0,235.0,0.0,235.0,19.0,4.0,126.5,5.0,8.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,36.0,684.0,16.0,1.0
238.0,1967.0,67309.0,1.0,1.0,76.0,0.0,515.0,47.0,181.0,120.5,81.0,95.0,6.0,9.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,58.0,1082.0,24.0,2.0
6694.0,1964.0,75236.0,0.0,1.0,27.0,0.0,438.0,66.0,400.0,12.0,38.0,114.0,1.0,8.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,61.0,1068.0,24.0,1.0
498.0,1970.0,30015.0,1.0,0.0,28.0,0.0,25.0,0.0,22.0,2.0,3.0,5.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,55.0,57.0,5.0,1.0
9347.0,1956.0,50943.0,0.0,1.0,49.0,0.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,69.0,46.0,4.0,1.0
9699.0,1966.0,67272.0,0.0,1.0,12.0,0.0,357.0,35.0,271.0,28.0,28.0,14.0,3.0,6.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,59.0,733.0,20.0,1.0
10664.0,1949.0,51529.0,0.0,1.0,14.0,0.0,400.0,4.0,35.0,6.0,0.0,22.0,2.0,9.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,76.0,467.0,15.0,1.0
5455.0,1971.0,32011.0,1.0,0.0,89.0,0.0,99.0,0.0,15.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,54.0,122.0,7.0,1.0
456.0,1986.0,7500.0,1.0,0.0,96.0,0.0,1.0,11.0,5.0,4.0,6.0,9.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,39.0,36.0,5.0,1.0
5012.0,1989.0,28691.0,1.0,0.0,56.0,0.0,5.0,4.0,13.0,8.0,0.0,4.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,36.0,34.0,4.0,1.0
7495.0,1948.0,56223.0,0.0,1.0,72.0,0.0,77.0,28.0,31.0,16.0,0.0,4.0,2.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,77.0,156.0,8.0,1.0
5029.0,1946.0,18100.0,0.0,0.0,14.0,0.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,79.0,14.0,3.0,0.0
10642.0,1989.0,30279.0,1.0,0.0,13.0,0.0,10.0,4.0,14.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,36.0,37.0,4.0,1.0
2106.0,1974.0,20130.0,0.0,0.0,99.0,0.0,0.0,6.0,3.0,7.0,6.0,12.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,51.0,34.0,4.0,0.0
10364.0,1959.0,23295.0,0.0,0.0,72.0,0.0,0.0,0.0,1.0,2.0,12.0,5.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,66.0,20.0,3.0,0.0
5954.0,1972.0,42618.0,1.0,0.0,92.0,0.0,76.0,14.0,74.0,13.0,5.0,10.0,2.0,5.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,53.0,192.0,9.0,1.0
1137.0,1964.0,81246.0,0.0,0.0,87.0,0.0,398.0,81.0,537.0,61.0,81.0,37.0,1.0,4.0,5.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,61.0,1379.0,16.0,0.0
2541.0,1976.0,24027.0,1.0,0.0,7.0,0.0,14.0,7.0,11.0,11.0,0.0,5.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,49.0,48.0,5.0,1.0
1142.0,1953.0,55707.0,0.0,1.0,91.0,0.0,208.0,7.0,82.0,30.0,66.0,35.0,2.0,3.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,72.0,428.0,14.0,1.0
2276.0,1955.0,57959.0,0.0,1.0,71.0,0.0,430.0,16.0,322.0,43.0,24.0,33.0,5.0,4.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,70.0,868.0,22.0,1.0
2807.0,1969.0,56796.0,0.0,1.0,24.0,0.0,656.0,38.0,161.0,62.0,47.0,37.0,3.0,8.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,56.0,1001.0,24.0,1.0
6471.0,1971.0,36230.0,1.0,0.0,17.0,0.0,14.0,2.0,30.0,8.0,2.0,3.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,54.0,59.0,6.0,1.0
6131.0,1980.0,70829.0,1.0,1.0,87.0,0.0,141.0,70.0,106.0,72.0,19.0,23.0,2.0,4.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,45.0,431.0,14.0,2.0
6233.0,1976.0,65991.0,0.0,1.0,21.0,0.0,507.0,19.0,364.0,25.0,47.0,9.0,3.0,9.0,5.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,49.0,971.0,24.0,1.0
4148.0,1972.0,38988.0,1.0,2.0,90.0,0.0,164.0,24.0,103.0,12.0,3.0,42.0,6.0,5.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,53.0,348.0,12.0,2.5
4947.0,1966.0,89572.0,0.0,0.0,44.0,0.0,606.0,24.0,556.0,120.5,81.0,64.0,1.0,7.0,7.0,9.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,59.0,2059.0,23.0,0.0
3225.0,1984.0,42207.0,1.0,0.0,71.0,0.0,116.0,11.0,72.0,3.0,17.0,46.0,4.0,4.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,False,False,False,False,True,False,False,False,False,41.0,265.0,10.0,1.0
7540.0,1952.0,50300.0,0.0,1.0,52.0,0.0,143.0,15.0,60.0,24.0,23.0,5.0,2.0,2.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,73.0,270.0,11.0,1.0
10648.0,1982.0,66664.0,0.0,0.0,78.0,0.0,398.0,81.0,447.0,120.5,81.0,32.0,1.0,5.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,43.0,1289.0,18.0,0.0
1992.0,1964.0,60597.0,0.0,1.0,2.0,0.0,522.0,0.0,257.0,32.0,16.0,66.0,4.0,2.0,2.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False,False,False,False,True,False,False,False,False,61.0,893.0,12.0,1.0
